occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1:Otu1993,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685761,2020-02-28/2020-05-27,2,DNA sequence reads,8418,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914084,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:345483,Mediophyceae,Class,Otu1993,NCBI:589449,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1:Otu1998,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685761,2020-02-28/2020-05-27,2,DNA sequence reads,8418,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914084,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;Oblongichytrium;NA;NA;NA,urn:lsid:marinespecies.org:taxname:590572,Oblongichytrium,Genus,Otu1998,NCBI:420539,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1:Otu1999,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685761,2020-02-28/2020-05-27,2,DNA sequence reads,8418,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914084,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu1999,NCBI:6657,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1:Otu757,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685761,2020-02-28/2020-05-27,4,DNA sequence reads,8418,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914084,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1424949,Heteroconchia,Infraclass,Otu757,NCBI:6599,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1:Otu976,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685761,2020-02-28/2020-05-27,4,DNA sequence reads,8418,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914084,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Hiatella;NA;NA;NA,,Hiatella,genus,Otu976,NCBI:120430,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1:Otu18,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685761,2020-02-28/2020-05-27,8,DNA sequence reads,8418,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914084,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu18,NCBI:7713,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1:Otu19,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685761,2020-02-28/2020-05-27,76,DNA sequence reads,8418,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914084,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu19,NCBI:6546,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu311,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,174,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:882,Annelida,Phylum,Otu311,NCBI:6340,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu316,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,13,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Bryocamptus;NA;NA;NA,urn:lsid:marinespecies.org:taxname:149909,Bryocamptus,Genus,Otu316,NCBI:298465,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu107,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,272,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:882,Annelida,Phylum,Otu107,NCBI:6340,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu2409,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,11,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Hiatella;NA;NA;NA,,Hiatella,genus,Otu2409,NCBI:120430,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu28,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,8,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Megabalanus;NA;NA;NA,urn:lsid:marinespecies.org:taxname:106123,Megabalanus,Genus,Otu28,NCBI:6679,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu2403,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,4,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu2403,NCBI:2836,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu172,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,228,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Hiatella;NA;NA;NA,,Hiatella,genus,Otu172,NCBI:120430,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu1693,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,11,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu1693,NCBI:6657,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu493,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,3,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146213,Syndiniales,Order,Otu493,NCBI:88547,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu2091,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,2,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu2091,NCBI:2836,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu1205,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,21,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu1205,NCBI:6546,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu1334,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,2,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu1334,NCBI:2836,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu783,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,2,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Araphid-pennate;Tabularia;NA;NA;NA;NA,,Tabularia,genus,Otu783,NCBI:232513,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu312,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,22,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:172237,Chytridiomycetes,Class,Otu312,NCBI:451435,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu990,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,14,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu990,NCBI:6657,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1:Otu2416,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand3_20200228_20200527,SAMEA7685762,2020-02-28/2020-05-27,15,DNA sequence reads,12264,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914085,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,44G1 (http://marineregions.org/mrgid/42011),57.889278,11.585722,SE,SWC_Marstrand3,1.0,2.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:345483,Mediophyceae,Class,Otu2416,NCBI:589449,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1
