occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF500_s1_r1:Otu17,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_BelgiumCoast_AJJBC89_20210225_20210819,SAMEA115159712,2021-02-25/2021-08-19,25,DNA sequence reads,7029,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541288,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.64971,2.789374,BE,BelgiumCoast_AJJBC89,20.815624,20.815624,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1486561,Opisthokonta,Subkingdom,Otu17,NCBI:33154,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF500_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu371,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,26,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:341353,Choreotrichida,Order,Otu371,NCBI:200605,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu699,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,6,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;NA;NA;NA,urn:lsid:marinespecies.org:taxname:562703,Lecudina,Genus,Otu699,NCBI:198478,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu700,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,3,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1071,Malacostraca,Class,Otu700,NCBI:6681,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu197,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,21,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:465333,Porosporidae,Family,Otu197,NCBI:947094,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu194,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,65,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Phagomyxa;NA;NA;NA,urn:lsid:marinespecies.org:taxname:172144,Phagomyxa,Genus,Otu194,NCBI:167534,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu1834,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,2,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:591251,Cryomonadida,Order,Otu1834,NCBI:589444,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu567,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,31,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:425497,Tintinnida,Order,Otu567,NCBI:200604,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu568,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,31,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:394872,Cephaloidophoridae,Family,Otu568,NCBI:947083,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu1006,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,2,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:562852,Cercozoa,Phylum,Otu1006,NCBI:136419,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu748,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,7,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:465333,Porosporidae,Family,Otu748,NCBI:947094,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu213,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,44,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;EUG1;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:394869,Eugregarinorida,Order,Otu213,NCBI:35087,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu212,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,2,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;Obelia;NA;NA;NA;NA,,Obelia,genus,Otu212,NCBI:32569,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu47,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,127,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1337,Hydrozoa,Class,Otu47,NCBI:6074,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu185,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,89,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:394872,Cephaloidophoridae,Family,Otu185,NCBI:947083,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu51,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,1803,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu51,NCBI:7713,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu53,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,3,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:562693,Lecudinidae,Family,Otu53,NCBI:158377,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu1494,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,3,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:731848,Chromadorea,Class,Otu1494,NCBI:119089,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu435,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,19,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:882,Annelida,Phylum,Otu435,NCBI:6340,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu512,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,8,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Metschnikowia;bicuspidata;NA;Metschnikowia bicuspidata,urn:lsid:marinespecies.org:taxname:100447,Metschnikowia bicuspidata,Species,Otu512,NCBI:27322,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu513,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,15,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12A;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:582466,Opalozoa,Subphylum,Otu513,NCBI:2683629,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu519,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,2,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:591254,Ventricleftida,Order,Otu519,NCBI:1938500,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1:Otu1077,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_GulfOfPiran_LukaKP_20210622_20211027,SAMEA115159741,2021-06-22/2021-10-27,6,DNA sequence reads,7783,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541317,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Gulf of Piran (http://marineregions.org/mrgid/29864),45.564856,13.743586,SI,GulfOfPiran_LukaKP,3.0,3.0,not provided; industrial; not provided,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12A;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:582466,Opalozoa,Subphylum,Otu1077,NCBI:2683629,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_s1_r1
