occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:ASV_2388:1748d000d61c03277a75af075cda47f2a7ad3129,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_BelgiumCoast_AZBE1_20190924_20200303,ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1,2019-09-24/2020-03-03,2,DNA sequence reads,42,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125498,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.364298,3.20701,BE,BelgiumCoast_AZBE1,7.0,7.0,Marina; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Cnidaria;Anthozoa;Corallimorphariag;Corallimorphidae;Corallimorphus;Corallimorphus,no match,no match,no match,ASV_2388:1748d000d61c03277a75af075cda47f2a7ad3129
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_1388:0b609bc06e620e6162948c2bf578da877e1fec27,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,5,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Insecta;Lepidopterag;Sesiidae;Bembecia;Bembecia,no match,no match,no match,ASV_1388:0b609bc06e620e6162948c2bf578da877e1fec27
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_2008:12c91a9a60cd9f06a62b7bff1d99f5eb085a16ea,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,4,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Polynoidae;Harmothoe;Harmothoe,no match,no match,no match,ASV_2008:12c91a9a60cd9f06a62b7bff1d99f5eb085a16ea
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_273:b77ead145dce23403efdac8f4ecdc687958070b9,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,3,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Arachnida;Sarcoptiformesg;Histiostomatidae;Histiostoma;Histiostoma,no match,no match,no match,ASV_273:b77ead145dce23403efdac8f4ecdc687958070b9
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_1364:0b01debca70f5a7cb74cd825be6cadad20580b4b,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,2,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Chondrichthyes;Carcharhiniformesg;Triakidae;Hemitriakis;Hemitriakis,no match,no match,no match,ASV_1364:0b01debca70f5a7cb74cd825be6cadad20580b4b
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_4268:2f948a2ae2137905d23c7fc2f5d3121b270b9eb3,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,6,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Insecta;Hemipterag;Urostylididae;Bannacoris;Bannacoris,no match,no match,no match,ASV_4268:2f948a2ae2137905d23c7fc2f5d3121b270b9eb3
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_2872:1d6b8d6be7d89c099a775b4ed98921720093684f,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,7,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Mollusca;Gastropoda;Trochidag;Calliostomatidae;Calliostoma;Calliostoma,no match,no match,no match,ASV_2872:1d6b8d6be7d89c099a775b4ed98921720093684f
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_312:e75ece5d397a58e0d7650d0421540fd82ee0290f,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,2,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Echinodermata;Ophiuroidea;Euryalidag;Asteroschematidae;Asteroschema;Asteroschema,no match,no match,no match,ASV_312:e75ece5d397a58e0d7650d0421540fd82ee0290f
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_2474:183ac53442bf60f66577398df7493aa59bfcd238,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,6,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Insecta;Dipterag;Tephritidae;Anastrepha;Anastrepha,no match,no match,no match,ASV_2474:183ac53442bf60f66577398df7493aa59bfcd238
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_2047:131c6393c8f74467539c4daa96bb46b2ebd1adf7,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,3,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Echinodermata;Ophiuroidea;Ophiuridag;Ophiacanthidae;Ophiomitra;Ophiomitra,no match,no match,no match,ASV_2047:131c6393c8f74467539c4daa96bb46b2ebd1adf7
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_1399:0b978deb581d197b8cb648bf136e47aec1516eda,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,5,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Polynoidae;Intoshella;Intoshella,no match,no match,no match,ASV_1399:0b978deb581d197b8cb648bf136e47aec1516eda
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_1475:0c6ed846eca9a7865875fa4cb9da918aede01cad,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,3,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Mollusca;Gastropoda;Neogastropodag;Clathurellidae;Lienardia;Lienardia,no match,no match,no match,ASV_1475:0c6ed846eca9a7865875fa4cb9da918aede01cad
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_559:0248c0d1fcc38e3bdeca937eac7552870c0ec94a,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,13,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Amphibia;Anurag;Bufonidae;Bufo;Bufo,no match,no match,no match,ASV_559:0248c0d1fcc38e3bdeca937eac7552870c0ec94a
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_22:8da80a991214cdd43a15253eb7d2bed609a3f725,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,2,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Aves;Caprimulgiformesg;Nyctibiidae;Nyctibius;Nyctibius,no match,no match,no match,ASV_22:8da80a991214cdd43a15253eb7d2bed609a3f725
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_2133:14105d0888ab9f2fe0513f92b02187fb302d1c99,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,5,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Insecta;Ephemeropterag;Baetidae;Labiobaetis;Labiobaetis,no match,no match,no match,ASV_2133:14105d0888ab9f2fe0513f92b02187fb302d1c99
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_573:026d9e38cc2ad715bb94320addd739bff52e7cab,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,13,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Actinopteri;Cyprinodontiformesg;Nothobranchiidae;Aphyosemion;Aphyosemion,no match,no match,no match,ASV_573:026d9e38cc2ad715bb94320addd739bff52e7cab
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_164:4175e46f29809abc6f558b0e76f281a887011c41,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,4,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Annelida;Polychaeta;Spionidag;Cirratulidae;Cirratulus;Cirratulus,no match,no match,no match,ASV_164:4175e46f29809abc6f558b0e76f281a887011c41
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_1407:0bb0e62f5caaf2bdf7731aada6e407441355c3ec,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,2,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Aves;Passeriformesg;Turdidae;Turdus;Turdus,no match,no match,no match,ASV_1407:0bb0e62f5caaf2bdf7731aada6e407441355c3ec
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_887:05ba5639cbe4f0af8570f24e435bafb4f802d4f4,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,25,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Insecta;Plecopterag;Perlidae;Niponiella;Niponiella,no match,no match,no match,ASV_887:05ba5639cbe4f0af8570f24e435bafb4f802d4f4
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_1636:0e54eaeb11dfc813215ad044da47ef92ee3c5aa2,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,42,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Polynoidae;Harmothoe;Harmothoe,no match,no match,no match,ASV_1636:0e54eaeb11dfc813215ad044da47ef92ee3c5aa2
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_269:b36e8681d66df7d707b75c720a89d0127b941c0e,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,8,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Cnidaria;Hydrozoa;Leptothecatag;Clytiidae;Clytia;Clytia,no match,no match,no match,ASV_269:b36e8681d66df7d707b75c720a89d0127b941c0e
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_121:1dc55bebbdd3f8fb05674c7d5226c4ca2893f299,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,2,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Cnidaria;Hydrozoa;Siphonophoraeg;Apolemiidae;Apolemia;Apolemia,no match,no match,no match,ASV_121:1dc55bebbdd3f8fb05674c7d5226c4ca2893f299
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_5:65febc476b18e826a82d6e6f6ad44a98ada7caeb,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,3,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Streptophyta;Jungermanniopsida;Pallavicinialesg;Pallaviciniaceae;Pallavicinia;Pallavicinia,no match,no match,no match,ASV_5:65febc476b18e826a82d6e6f6ad44a98ada7caeb
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1:ASV_241:8f37f64eae0411c9a954dedda11c94d38678e822,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Roscoff_BasBloS1_20190612_20200527,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500_r1,2019-06-12/2020-05-27,93,DNA sequence reads,1103,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125636,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Bay of Morlaix (http://marineregions.org/mrgid/5216),48.72872,-3.95894,FR,Roscoff_BasBloS1,12.0,12.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Insecta;Hemipterag;Reduviidae;Triatoma;Triatoma,no match,no match,no match,ASV_241:8f37f64eae0411c9a954dedda11c94d38678e822
